Sex	gene_id	gene_name	target_id	target_name	corrPower	changeCorr	signTissues	signTissuesN	medianLFC	corrTissuesN	corrTissues	medianLFC_target
Female	ENSMUSG00000120980.1	ENSMUSG00000120980	ENSMUSG00000032020.16	Ubash3b	-1	-1	Kidney, Muscle	2	1.3455116530312339	1	Muscle	-0.6301670730126666
Male	ENSMUSG00000105556.2	Gm43080	ENSMUSG00000037270.19	Bltp1	-1	-1	Ileon, Kidney, Liver	3	1.5308234520104884	1	Ileon	-0.6302045055030531
Female	ENSMUSG00000097855.10	A930007I19Rik	ENSMUSG00000024780.8	Cdc37l1	-1	-1	Liver	1	1.1702374274513043	1	Liver	-0.630280016746655
Female	ENSMUSG00000087382.9	Ctcflos	ENSMUSG00000038400.16	Pmepa1	-1	-1	Muscle	1	2.2154219145152503	1	Muscle	-0.6302911917623815
Female	ENSMUSG00000113752.2	Gm47817	ENSMUSG00000021253.8	Tgfb3	-1	-1	Muscle	1	1.1512471989915385	1	Muscle	-0.630302762677596
Male	ENSMUSG00000085287.10	4833418N02Rik	ENSMUSG00000036438.15	Calm2	-1	-1	Ileon, Liver	2	0.8350965595785524	1	Ileon	-0.6308495169577167
Male	ENSMUSG00000109147.3	4930431P19Rik	ENSMUSG00000031024.14	Denn2b	-1	-1	Kidney, Muscle	2	0.9316668826631942	1	Muscle	-0.6311133201747846
Female	ENSMUSG00000115979.2	Gm49410	ENSMUSG00000063236.7	1110038F14Rik	-1	-1	Ileon	1	2.6508446397563046	1	Ileon	-0.631133928324031
Female	ENSMUSG00000112806.2	Gm48146	ENSMUSG00000020077.15	Srgn	-1	-1	Muscle	1	0.9546142167443843	1	Muscle	-0.6316144832270042
Female	ENSMUSG00000092203.9	1110038B12Rik	ENSMUSG00000024338.16	Psmb8	-1	-1	Muscle, Liver	2	0.6333481319242348	1	Liver	-0.6317115271755869
Female	ENSMUSG00000085741.10	5430405H02Rik	ENSMUSG00000098950.8	Gm28036	-1	-1	Kidney, Muscle	2	0.4754246793786282	1	Kidney	-0.63180839785129
Female	ENSMUSG00000108435.2	Gm45051	ENSMUSG00000056698.12	Elmod3	-1	-1	Liver	1	1.5257775573390078	1	Liver	-0.6318177098361347
Male	ENSMUSG00000084844.5	Hoxb3os	ENSMUSG00000038845.12	Phb	-1	-1	Muscle, Colon	2	1.0762430755632846	1	Muscle	-0.6318214081211758
Male	ENSMUSG00000108500.2	Gm45033	ENSMUSG00000030659.15	Nucb2	-1	-1	Muscle, Liver	2	1.145470907577277	1	Muscle	-0.6319023239036181
Female	ENSMUSG00000107624.2	Gm44005	ENSMUSG00000033174.18	Mgll	-1	-1	Kidney	1	1.3341615911268998	1	Kidney	-0.6320358210337419
Female	ENSMUSG00000108042.2	B130021K23Rik	ENSMUSG00000033174.18	Mgll	-1	-1	Kidney	1	1.4316260585890892	1	Kidney	-0.6320358210337419
Male	ENSMUSG00000120401.1	ENSMUSG00000120401	ENSMUSG00000121583.1	Tmem276-zftraf1	-1	-1	Kidney	1	1.1175891044049169	1	Kidney	-0.6321006729600639
Male	ENSMUSG00000097318.4	1700007L15Rik	ENSMUSG00000022817.16	Itgb5	-1	-1	Muscle	1	1.1325327935895189	1	Muscle	-0.632121143055305
Male	ENSMUSG00000116657.2	Gm49774	ENSMUSG00000079605.6	Zbtb9	-1	-1	Liver	1	1.2044202093153895	1	Liver	-0.6321741336824588
Male	ENSMUSG00000093565.3	Rab26os	ENSMUSG00000024121.14	Atp6v0c	-1	-1	Kidney	1	1.1635920172435927	1	Kidney	-0.6322916261223375
Male	ENSMUSG00000120594.1	ENSMUSG00000120594	ENSMUSG00000020486.20	Septin4	-1	-1	Kidney, Muscle, Liver	3	1.045854191791833	2	Muscle, Liver	-0.6324260722597477
Male	ENSMUSG00000098097.9	6530403H02Rik	ENSMUSG00000028132.16	Tlcd4	-1	-1	Kidney	1	1.332969181302399	1	Kidney	-0.632589425851939
Male	ENSMUSG00000104676.2	Gm42777	ENSMUSG00000028132.16	Tlcd4	-1	-1	Kidney	1	1.0434336185105348	1	Kidney	-0.632589425851939
Female	ENSMUSG00000121503.1	H2-K2	ENSMUSG00000024300.18	Myo1f	-1	-1	Muscle	1	0.5609672998540646	1	Muscle	-0.632660088155433
Female	ENSMUSG00000111264.2	E030022I16Rik	ENSMUSG00000049932.4	H2ax	-1	-1	Kidney, Muscle	2	0.9519582462456169	1	Kidney	-0.6328954495244201
Male	ENSMUSG00000052730.8	Gm5111	ENSMUSG00000009281.7	Rarres2	-1	-1	Muscle	1	1.96884078418138	1	Muscle	-0.6330159209304738
Male	ENSMUSG00000118619.2	Gm53041	ENSMUSG00000009281.7	Rarres2	-1	-1	Muscle	1	1.466883491009123	1	Muscle	-0.6330159209304738
Male	ENSMUSG00000054418.7	2900041M22Rik	ENSMUSG00000017718.16	Afmid	-1	-1	Kidney	1	1.3944751827426498	1	Kidney	-0.6331055574810227
Male	ENSMUSG00000086868.2	Gm15883	ENSMUSG00000060407.7	Cyp2a12	-1	-1	Liver	1	1.956685313064421	1	Liver	-0.6332115205284503
Female	ENSMUSG00000044285.10	Ubb-ps	ENSMUSG00000053205.10	Styx	-1	-1	Muscle	1	0.29968382547453576	1	Muscle	-0.6332834282456945
Female	ENSMUSG00000115801.2	Gm55330	ENSMUSG00000053205.10	Styx	-1	-1	Muscle	1	1.5108669453766352	1	Muscle	-0.6332834282456945
Male	ENSMUSG00002074958.1	Gm55136	ENSMUSG00000039367.12	Sec24c	-1	-1	Liver	1	1.8651145915701277	1	Liver	-0.6334295760529903
Female	ENSMUSG00000103569.2	Gm38067	ENSMUSG00000026435.16	Slc45a3	-1	-1	Kidney, Muscle	2	0.9286154151096613	1	Muscle	-0.6334667847188689
Female	ENSMUSG00000056145.6	AI504432	ENSMUSG00000027894.15	Slc6a17	-1	-1	Kidney	1	1.2896170890221281	1	Kidney	-0.6339148669740277
Female	ENSMUSG00000105272.2	Gm43071	ENSMUSG00000027894.15	Slc6a17	-1	-1	Kidney	1	0.8421494528515951	1	Kidney	-0.6339148669740277
Female	ENSMUSG00000120830.1	ENSMUSG00000120830	ENSMUSG00000027894.15	Slc6a17	-1	-1	Kidney	1	1.2779229638266514	1	Kidney	-0.6339148669740277
Male	ENSMUSG00000117947.2	Gm50226	ENSMUSG00000024019.19	Cmtr1	-1	-1	Liver	1	1.5841432066784606	1	Liver	-0.6342413893149431
Male	ENSMUSG00000100313.2	Gm28323	ENSMUSG00000026103.15	Gls	-1	-1	Kidney, Muscle, Liver	3	1.1629092657321227	1	Kidney	-0.6342750025972458
Male	ENSMUSG00000101724.2	Gm29453	ENSMUSG00000026103.15	Gls	-1	-1	Kidney, Liver	2	1.227219598217927	1	Kidney	-0.6342750025972458
Male	ENSMUSG00000111434.2	Gm47121	ENSMUSG00000032540.17	Abhd5	-1	-1	Liver	1	1.2030479570519292	1	Liver	-0.6347817680712711
Male	ENSMUSG00000038917.6	3930402G23Rik	ENSMUSG00000056228.11	Cars2	-1	-1	Muscle	1	3.2401704747311277	1	Muscle	-0.6350046152641834
Female	ENSMUSG00000109927.2	Gm45264	ENSMUSG00000031520.7	Vegfc	-1	-1	Kidney	1	1.1442010743295496	1	Kidney	-0.6355631534984549
Female	ENSMUSG00000110342.2	Gm45263	ENSMUSG00000031520.7	Vegfc	-1	-1	Kidney	1	1.333184267179543	1	Kidney	-0.6355631534984549
Male	ENSMUSG00000110079.2	Gm45292	ENSMUSG00000031667.17	Aktip	-1	-1	Muscle	1	0.6609092342677894	1	Muscle	-0.635813761202756
Male	ENSMUSG00000108806.2	Gm44729	ENSMUSG00000073838.11	Tufm	-1	-1	Muscle	1	1.1214941891460188	1	Muscle	-0.6359496822835472
Male	ENSMUSG00000120896.1	ENSMUSG00000120896	ENSMUSG00000073838.11	Tufm	-1	-1	Muscle	1	1.3228821262587507	1	Muscle	-0.6359496822835472
Female	ENSMUSG00000109015.2	Gm31024	ENSMUSG00000057093.15	Zfp607b	-1	-1	Kidney, Muscle	2	0.8666847163443436	1	Muscle	-0.6359621528393642
Male	ENSMUSG00000105852.5	Gm42890	ENSMUSG00000000563.18	Atp5pb	-1	-1	Muscle	1	1.422323602699093	1	Muscle	-0.6362009285582886
Male	ENSMUSG00000121116.1	ENSMUSG00000121116	ENSMUSG00000096145.3	Vkorc1	-1	-1	Kidney	1	1.2862770212385612	1	Kidney	-0.6362651392575701
Female	ENSMUSG00000097324.10	Carmn	ENSMUSG00000045629.9	Sh3tc2	-1	-1	Kidney, Liver, Heart	3	1.104776296271909	1	Kidney	-0.63644940491454
Female	ENSMUSG00000098702.3	1500015A07Rik	ENSMUSG00000045629.9	Sh3tc2	-1	-1	Kidney, Muscle	2	0.701286213107236	1	Kidney	-0.63644940491454
Female	ENSMUSG00000110529.2	Gm45694	ENSMUSG00000031803.9	B3gnt3	-1	-1	Ileon, Kidney	2	1.7324407099589596	1	Kidney	-0.6367132695968433
Female	ENSMUSG00000120970.1	ENSMUSG00000120970	ENSMUSG00000031803.9	B3gnt3	-1	-1	Kidney	1	0.7143299401450895	1	Kidney	-0.6367132695968433
Male	ENSMUSG00000107726.2	Gm44037	ENSMUSG00000035069.4	Oma1	-1	-1	Kidney, Muscle	2	1.5060357547440486	1	Muscle	-0.6375311530405845
Male	ENSMUSG00000095123.2	Gm21781	ENSMUSG00000019763.12	Rmnd1	-1	-1	Kidney, Liver	2	1.1344624998827015	1	Kidney	-0.6375901063368785
Male	ENSMUSG00000120069.1	A330032P22Rik	ENSMUSG00000019763.12	Rmnd1	-1	-1	Kidney	1	1.396191159990571	1	Kidney	-0.6375901063368785
Female	ENSMUSG00000104037.2	Gm37776	ENSMUSG00000034640.10	Tiparp	-1	-1	Kidney	1	1.2123003015215965	1	Kidney	-0.6376901993350171
Male	ENSMUSG00000099338.3	2810030D12Rik	ENSMUSG00000038365.9	Fbxo25	-1	-1	Kidney, Liver	2	1.3202254555534128	1	Kidney	-0.6384226163977077
Female	ENSMUSG00000107094.2	Gm43294	ENSMUSG00000047735.15	Samd9l	-1	-1	Muscle	1	1.2788441397719876	1	Muscle	-0.6386624706543106
Male	ENSMUSG00000114584.2	Gm47694	ENSMUSG00000068245.15	Phf11d	-1	-1	Kidney, Liver	2	1.4445423411628586	1	Kidney	-0.6386822609066017
Male	ENSMUSG00000119662.1	Gm22988	ENSMUSG00000020898.19	Ctc1	-1	-1	Ileon, Kidney, Liver	3	0.6230961315338452	1	Kidney	-0.6387423578223239
Male	ENSMUSG00000120312.1	ENSMUSG00000120312	ENSMUSG00000020898.19	Ctc1	-1	-1	Kidney, Muscle, Liver, Colon	4	2.1892425257013572	1	Kidney	-0.6387423578223239
Male	ENSMUSG00000121382.1	ENSMUSG00000121382	ENSMUSG00000001054.10	Rmnd5b	-1	-1	Kidney	1	1.0383262407248903	1	Kidney	-0.6388077851252161
Female	ENSMUSG00000110980.3	Gm47204	ENSMUSG00000049932.4	H2ax	-1	-1	Liver	1	1.4590418985809392	1	Liver	-0.638849609099528
Female	ENSMUSG00000111017.2	Gm48314	ENSMUSG00000049932.4	H2ax	-1	-1	Liver	1	0.9083529151577108	1	Liver	-0.638849609099528
Female	ENSMUSG00000111345.2	Gm48562	ENSMUSG00000049932.4	H2ax	-1	-1	Liver	1	1.5806988529174673	1	Liver	-0.638849609099528
Male	ENSMUSG00000108551.2	Gm20274	ENSMUSG00000030871.12	Ears2	-1	-1	Liver	1	2.8648845861759495	1	Liver	-0.6391979325410746
Female	ENSMUSG00000086477.5	Gm15506	ENSMUSG00000018909.16	Arrb1	-1	-1	Ileon, Kidney, Muscle	3	1.1001222591030375	1	Kidney	-0.6396243968799196
Male	ENSMUSG00000119989.1	Gm39213	ENSMUSG00000037103.9	Dcaf15	-1	-1	Kidney	1	0.9179858041475248	1	Kidney	-0.6397652018468918
Male	ENSMUSG00000083899.3	Gm12346	ENSMUSG00000017631.20	Abr	-1	-1	Kidney	1	1.6085724641705552	1	Kidney	-0.6397988712555347
Male	ENSMUSG00000103734.2	Gm37651	ENSMUSG00000027030.16	Stk39	-1	-1	Liver	1	2.069959667234028	1	Liver	-0.6399256207744958
Male	ENSMUSG00000103747.2	Gm38236	ENSMUSG00000027030.16	Stk39	-1	-1	Liver	1	2.2002138464222445	1	Liver	-0.6399256207744958
Male	ENSMUSG00000104262.2	Gm37747	ENSMUSG00000027030.16	Stk39	-1	-1	Liver	1	2.259233338041523	1	Liver	-0.6399256207744958
Male	ENSMUSG00000121250.1	ENSMUSG00000121250	ENSMUSG00000027030.16	Stk39	-1	-1	Liver	1	1.3862044559059505	1	Liver	-0.6399256207744958
Male	ENSMUSG00000084329.2	Gm6733	ENSMUSG00000112920.2	Spata22	-1	-1	Kidney, Liver	2	1.415148475305325	1	Liver	-0.6399912588196374
Female	ENSMUSG00000108435.2	Gm45051	ENSMUSG00000056429.5	Tgoln1	-1	-1	Liver	1	1.5257775573390078	1	Liver	-0.6400351114035044
Female	ENSMUSG00000080727.4	C920021L13Rik	ENSMUSG00000054312.7	Mrps21	-1	-1	Kidney, Muscle, Liver, Heart	4	1.8111425074136192	1	Liver	-0.6402109405879072
Female	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000054312.7	Mrps21	-1	-1	Kidney, Muscle, Liver	3	1.7961881478588477	1	Liver	-0.6402109405879072
Male	ENSMUSG00000108942.2	Gm44660	ENSMUSG00000040824.4	Snrpd2	-1	-1	Liver	1	1.4494488134696675	1	Liver	-0.6404115855206571
Female	ENSMUSG00000103621.2	Gm38366	ENSMUSG00000052911.10	Lamb2	-1	-1	Kidney, Muscle	2	0.8444315503472407	1	Muscle	-0.6407926007311591
Female	ENSMUSG00000120856.1	ENSMUSG00000120856	ENSMUSG00000052911.10	Lamb2	-1	-1	Ileon, Muscle	2	1.2829460643534731	1	Muscle	-0.6407926007311591
Male	ENSMUSG00000103103.3	4833445I07Rik	ENSMUSG00000049734.10	Trex1	-1	-1	Liver	1	1.2157836724987006	1	Liver	-0.6412615965164581
Male	ENSMUSG00000103621.2	Gm38366	ENSMUSG00000049734.10	Trex1	-1	-1	Kidney, Liver	2	1.4352594963600822	1	Liver	-0.6412615965164581
Male	ENSMUSG00000116185.2	Gm49411	ENSMUSG00000022550.19	Adck5	-1	-1	Kidney, Liver	2	1.3268484244004384	1	Liver	-0.6412680319825392
Male	ENSMUSG00000116238.2	Gm49413	ENSMUSG00000022550.19	Adck5	-1	-1	Kidney, Liver	2	1.1072494700207145	1	Liver	-0.6412680319825392
Male	ENSMUSG00000116298.2	4833412C15Rik	ENSMUSG00000022550.19	Adck5	-1	-1	Liver	1	1.8565093178405838	1	Liver	-0.6412680319825392
Male	ENSMUSG00000090086.9	AI480526	ENSMUSG00000023707.14	Ogfod2	-1	-1	Ileon, Kidney, Liver	3	0.9559241501100061	1	Kidney	-0.6414018207690594
Male	ENSMUSG00000104830.2	5830487J09Rik	ENSMUSG00000023707.14	Ogfod2	-1	-1	Kidney	1	1.2412374193162528	1	Kidney	-0.6414018207690594
Male	ENSMUSG00000106254.2	Gm42907	ENSMUSG00000023707.14	Ogfod2	-1	-1	Kidney	1	1.0148941646645164	1	Kidney	-0.6414018207690594
Male	ENSMUSG00000106662.2	Gm43034	ENSMUSG00000023707.14	Ogfod2	-1	-1	Kidney	1	1.2790668994093963	1	Kidney	-0.6414018207690594
Male	ENSMUSG00000086216.2	Gm13610	ENSMUSG00000079442.13	St6galnac4	-1	-1	Kidney	1	1.2510980879427558	1	Kidney	-0.6414353006124748
Female	ENSMUSG00000087138.3	Gm15545	ENSMUSG00000008140.19	Emc10	-1	-1	Kidney	1	0.8208734428188466	1	Kidney	-0.6418555596975623
Male	ENSMUSG00000085241.8	Snhg3	ENSMUSG00000037622.15	Wdtc1	-1	-1	Kidney, Muscle, Liver, Colon	4	0.9274523021022893	1	Kidney	-0.6420556661673047
Male	ENSMUSG00000075549.3	Gm6878	ENSMUSG00000044447.6	Dock5	-1	-1	Kidney	1	1.7212049282212094	1	Kidney	-0.6420831743398712
Female	ENSMUSG00000121084.1	ENSMUSG00000121084	ENSMUSG00000034308.14	Sdr42e1	-1	-1	Liver	1	1.0423050847061228	1	Liver	-0.6422061326587459
Female	ENSMUSG00000105388.2	Rpl36a-ps2	ENSMUSG00000068523.13	Gng5	-1	-1	Kidney, Muscle, Liver, Heart	4	0.8761140840297508	1	Muscle	-0.6422093775402292
Male	ENSMUSG00000102719.2	Gm37760	ENSMUSG00000026027.14	Stradb	-1	-1	Liver	1	1.140452671866844	1	Liver	-0.6423160555381126
Female	ENSMUSG00000069713.4	4933406P04Rik	ENSMUSG00000019990.16	Pde7b	-1	-1	Kidney	1	0.5328635235253135	1	Kidney	-0.6424190502533649
Female	ENSMUSG00000111067.2	Gm48714	ENSMUSG00000019990.16	Pde7b	-1	-1	Kidney, Liver	2	1.2823921829222207	1	Kidney	-0.6424190502533649
Male	ENSMUSG00000111017.2	Gm48314	ENSMUSG00000032123.6	Dpagt1	-1	-1	Ileon, Muscle, Liver	3	0.9984922264747881	1	Liver	-0.6424964780761142
Male	ENSMUSG00000107227.2	Gm42559	ENSMUSG00000029101.17	Rgs12	-1	-1	Kidney, Muscle, Liver	3	1.1201375446405841	1	Kidney	-0.6428140013386757
Male	ENSMUSG00000120013.1	ENSMUSG00000120013	ENSMUSG00000029101.17	Rgs12	-1	-1	Kidney, Muscle	2	1.0506047183599088	1	Kidney	-0.6428140013386757
Female	ENSMUSG00000052188.7	Gm14964	ENSMUSG00000024958.14	Gpr137	-1	-1	Kidney	1	0.841850553148518	1	Kidney	-0.6428439751118413
Female	ENSMUSG00000116908.2	Gm49599	ENSMUSG00000022821.14	Hgd	-1	-1	Muscle, Liver	2	0.9497012284964527	1	Liver	-0.6429792430762238
Male	ENSMUSG00000043488.7	Frmd8os	ENSMUSG00000024870.7	Rab1b	-1	-1	Kidney, Muscle	2	1.100603177270132	1	Kidney	-0.6430244752827721
Male	ENSMUSG00000092274.5	Neat1	ENSMUSG00000024870.7	Rab1b	-1	-1	Ileon, Kidney, Muscle, Heart	4	0.8744141447452718	1	Kidney	-0.6430244752827721
Male	ENSMUSG00000102349.2	Gm37376	ENSMUSG00000024870.7	Rab1b	-1	-1	Kidney, Muscle	2	1.757850701050045	1	Kidney	-0.6430244752827721
Male	ENSMUSG00000117959.2	D330050I16Rik	ENSMUSG00000024870.7	Rab1b	-1	-1	Kidney, Muscle	2	1.261026974456258	1	Kidney	-0.6430244752827721
Male	ENSMUSG00000066178.5	6030445D17Rik	ENSMUSG00000051351.15	Zfp46	-1	-1	Muscle	1	1.2366331068924767	1	Muscle	-0.6430940992688924
Male	ENSMUSG00000117322.2	6330415G19Rik	ENSMUSG00000055839.7	Elob	-1	-1	Kidney, Liver	2	1.2607047044780793	1	Liver	-0.6432109546742865
Male	ENSMUSG00000104002.3	Gm38336	ENSMUSG00000026123.12	Plekhb2	-1	-1	Liver	1	1.2011375815828949	1	Liver	-0.643586417732807
Male	ENSMUSG00000104910.2	Gm43331	ENSMUSG00000040896.17	Kcnd3	-1	-1	Kidney	1	1.2082708764311676	1	Kidney	-0.6436615543641647
Male	ENSMUSG00000104973.2	A530041M06Rik	ENSMUSG00000040896.17	Kcnd3	-1	-1	Kidney, Muscle, Liver	3	0.8294263181199563	1	Kidney	-0.6436615543641647
Male	ENSMUSG00000105304.2	Gm43696	ENSMUSG00000040896.17	Kcnd3	-1	-1	Kidney, Muscle	2	1.1116835678085255	1	Kidney	-0.6436615543641647
Male	ENSMUSG00000105677.2	Gm43328	ENSMUSG00000040896.17	Kcnd3	-1	-1	Kidney, Liver	2	1.0075314387072287	1	Kidney	-0.6436615543641647
Male	ENSMUSG00000106251.2	Gm42658	ENSMUSG00000040896.17	Kcnd3	-1	-1	Kidney, Liver	2	1.2060163812820202	1	Kidney	-0.6436615543641647
Female	ENSMUSG00000102383.2	Gm38142	ENSMUSG00000026223.16	Itm2c	-1	-1	Kidney	1	1.6547622987318076	1	Kidney	-0.6437652224777523
Female	ENSMUSG00000102649.2	Gm38021	ENSMUSG00000026223.16	Itm2c	-1	-1	Kidney	1	1.5805589107032507	1	Kidney	-0.6437652224777523
Female	ENSMUSG00000097534.5	Gm16675	ENSMUSG00000038225.16	Primpol	-1	-1	Muscle, Liver	2	1.1329993799158316	1	Liver	-0.6439605343384286
Male	ENSMUSG00000096929.9	A330023F24Rik	ENSMUSG00000026640.13	Plxna2	-1	-1	Kidney, Muscle, Liver	3	1.0840894834806165	1	Liver	-0.6440528084842837
Male	ENSMUSG00000103443.2	Gm37132	ENSMUSG00000026640.13	Plxna2	-1	-1	Kidney, Liver	2	1.777844271320244	1	Liver	-0.6440528084842837
Male	ENSMUSG00000103867.2	9630010A21Rik	ENSMUSG00000026640.13	Plxna2	-1	-1	Kidney, Liver	2	0.8822203013904806	1	Liver	-0.6440528084842837
Male	ENSMUSG00000108822.2	Gm44787	ENSMUSG00000001105.16	Ift20	-1	-1	Liver	1	1.4637490188274438	1	Liver	-0.6441513898777247
Male	ENSMUSG00000086938.11	4930481A15Rik	ENSMUSG00000024925.12	Rnaseh2c	-1	-1	Kidney, Muscle, Liver	3	1.1027533690105125	1	Liver	-0.6444013845806392
Male	ENSMUSG00000103651.2	Gm37206	ENSMUSG00000024925.12	Rnaseh2c	-1	-1	Kidney, Muscle, Liver, Heart	4	1.1954329754240287	1	Liver	-0.6444013845806392
Male	ENSMUSG00000107451.2	Gm44421	ENSMUSG00000064080.13	Fbln2	-1	-1	Ileon, Kidney, Muscle	3	1.9989884456177505	1	Muscle	-0.6444729733378507
Male	ENSMUSG00000108526.2	Gm45828	ENSMUSG00000064080.13	Fbln2	-1	-1	Ileon, Kidney, Muscle	3	2.089218765274419	1	Muscle	-0.6444729733378507
Male	ENSMUSG00000042579.4	4632404H12Rik	ENSMUSG00000001020.9	S100a4	-1	-1	Kidney, Muscle, Liver	3	0.6948734172498539	1	Muscle	-0.644536964658681
Male	ENSMUSG00000105941.2	Gm42809	ENSMUSG00000001020.9	S100a4	-1	-1	Muscle, Liver	2	1.7648004800401647	1	Muscle	-0.644536964658681
Male	ENSMUSG00000108394.2	Gm45477	ENSMUSG00000001020.9	S100a4	-1	-1	Kidney, Muscle, Liver	3	0.9533239492079597	1	Muscle	-0.644536964658681
Female	ENSMUSG00000086216.2	Gm13610	ENSMUSG00000026825.18	Dnm1	-1	-1	Muscle	1	1.514179731262519	1	Muscle	-0.644785017329944
Male	ENSMUSG00000104983.2	Gm42763	ENSMUSG00000044037.16	Als2cl	-1	-1	Kidney, Liver	2	1.0371219672716065	1	Liver	-0.6447873436971115
Female	ENSMUSG00000115167.2	Gm49015	ENSMUSG00000058997.9	Vwa8	-1	-1	Liver	1	0.6697353990877053	1	Liver	-0.6450410231911009
Male	ENSMUSG00000107742.2	9530085L11Rik	ENSMUSG00000031447.8	Lamp1	-1	-1	Liver	1	1.3185717972639919	1	Liver	-0.645055345501629
Male	ENSMUSG00000116657.2	Gm49774	ENSMUSG00000024191.16	Bnip1	-1	-1	Liver	1	1.2044202093153895	1	Liver	-0.6450718368901331
Male	ENSMUSG00000108701.2	Gm44616	ENSMUSG00000030447.16	Cyfip1	-1	-1	Kidney, Liver	2	1.58219423841784	1	Liver	-0.6452324442188254
Male	ENSMUSG00000043993.8	2900052L18Rik	ENSMUSG00000025144.18	Cenpx	-1	-1	Ileon, Kidney, Muscle, Liver, Heart	5	1.2596464839002115	1	Liver	-0.645403631324459
Male	ENSMUSG00000075389.5	Reno1	ENSMUSG00000025144.18	Cenpx	-1	-1	Ileon, Kidney, Muscle, Liver, Heart	5	1.0181884533021341	1	Liver	-0.645403631324459
Male	ENSMUSG00000102602.2	A930004J17Rik	ENSMUSG00000028899.12	Taf12	-1	-1	Ileon, Kidney, Muscle, Liver	4	0.7899458998841726	1	Ileon	-0.6455972232591741
Male	ENSMUSG00000106662.2	Gm43034	ENSMUSG00000118662.2	Tctn2	-1	-1	Kidney	1	1.2790668994093963	1	Kidney	-0.6456376949024375
Male	ENSMUSG00000120997.1	ENSMUSG00000120997	ENSMUSG00000020534.15	Shmt1	-1	-1	Liver	1	1.1713754487639587	1	Liver	-0.6457207702985809
Female	ENSMUSG00000097855.10	A930007I19Rik	ENSMUSG00000016496.8	Cd274	-1	-1	Liver	1	1.1702374274513043	1	Liver	-0.6459485784095784
Female	ENSMUSG00000108353.2	Gm45205	ENSMUSG00000030782.18	Tgfb1i1	-1	-1	Muscle	1	1.2196481002263269	1	Muscle	-0.64620957869649
Male	ENSMUSG00000121137.1	ENSMUSG00000121137	ENSMUSG00000066637.3	Ttc32	-1	-1	Kidney, Muscle, Heart	3	1.198015668367066	1	Muscle	-0.6462500650838194
Male	ENSMUSG00000102930.2	Gm38115	ENSMUSG00000067653.13	Ankrd23	-1	-1	Muscle, Liver	2	1.152197898007751	1	Muscle	-0.6465054816490122
Male	ENSMUSG00000097462.9	9530026P05Rik	ENSMUSG00000014551.9	Mrps25	-1	-1	Kidney, Muscle, Liver, Heart	4	1.485906544414251	1	Liver	-0.6465458576461052
Male	ENSMUSG00000108037.3	Gm44597	ENSMUSG00000004270.14	Lpcat3	-1	-1	Kidney, Liver	2	1.3766906723526107	1	Liver	-0.6468157600894499
Female	ENSMUSG00000121028.1	ENSMUSG00000121028	ENSMUSG00000036879.16	Phkb	-1	-1	Liver	1	1.103026572342442	1	Liver	-0.6472034220371145
Male	ENSMUSG00000102930.2	Gm38115	ENSMUSG00000037216.6	Lipt1	-1	-1	Muscle, Liver	2	1.152197898007751	1	Liver	-0.6474722618160984
Male	ENSMUSG00000103159.2	F830112A20Rik	ENSMUSG00000037216.6	Lipt1	-1	-1	Liver	1	1.5959061125271914	1	Liver	-0.6474722618160984
Male	ENSMUSG00000103804.2	Gm37062	ENSMUSG00000037216.6	Lipt1	-1	-1	Ileon, Kidney, Liver	3	1.7932003301476571	1	Liver	-0.6474722618160984
Female	ENSMUSG00000116626.2	Gm49705	ENSMUSG00000046345.6	Smco1	-1	-1	Kidney, Muscle	2	0.7480950862343533	1	Muscle	-0.6475226926838449
Female	ENSMUSG00000116793.2	Gm34256	ENSMUSG00000046345.6	Smco1	-1	-1	Muscle	1	1.249175282103243	1	Muscle	-0.6475226926838449
Male	ENSMUSG00000086015.3	4833417C18Rik	ENSMUSG00000020873.16	Slc35b1	-1	-1	Liver	1	1.9399788784411147	1	Liver	-0.6478153977793571
Male	ENSMUSG00000115210.2	Gm49308	ENSMUSG00000021906.15	Oxnad1	-1	-1	Liver	1	2.029183959120872	1	Liver	-0.6478177616263776
Female	ENSMUSG00000103624.2	Gm3081	ENSMUSG00000044244.19	Il20rb	-1	-1	Kidney, Muscle, Liver	3	0.897256664950929	1	Muscle	-0.6479735766987292
Female	ENSMUSG00000097093.4	C330013E15Rik	ENSMUSG00000023034.8	Nr4a1	-1	-1	Muscle	1	1.1887825288297553	1	Muscle	-0.648190442708236
Male	ENSMUSG00000086782.4	E130102H24Rik	ENSMUSG00000028528.18	Dnajc6	-1	-1	Kidney, Muscle, Liver	3	1.129549867138811	1	Kidney	-0.6484598057622024
Male	ENSMUSG00000087361.8	0610043K17Rik	ENSMUSG00000028528.18	Dnajc6	-1	-1	Kidney, Muscle, Liver	3	1.666343853493137	1	Kidney	-0.6484598057622024
Male	ENSMUSG00000101587.3	Gm29036	ENSMUSG00000015806.13	Qdpr	-1	-1	Liver	1	1.0786094912842175	1	Liver	-0.6486184763558048
Male	ENSMUSG00000084915.3	C230037L18Rik	ENSMUSG00000035845.18	Alg12	-1	-1	Kidney	1	1.7884799214738578	1	Kidney	-0.6487505198130269
Female	ENSMUSG00000042579.4	4632404H12Rik	ENSMUSG00000027932.15	Slc27a3	-1	-1	Kidney, Muscle, Liver	3	0.7773603261641607	1	Muscle	-0.6487660635335759
